11.66,27.200000000000003,81.89,91.91,95.19,95.34
12.629999999999999,28.87,82.69,92.29,95.22,93.76
14.02,30.959999999999997,83.15,92.66,95.04,94.16
14.05,33.06,83.72,92.71000000000001,94.91000000000001,93.72
14.249999999999998,34.949999999999996,84.26,93.04,95.17,94.55
14.430000000000001,36.59,84.44,93.32000000000001,95.03,94.41000000000001
14.63,38.4,84.8,93.31,94.88,95.11
14.89,39.89,85.06,93.38,95.3,95.33
15.03,41.589999999999996,85.38,93.53,94.96,94.87
15.1,43.21,85.68,93.72,95.24000000000001,95.02000000000001
15.25,44.92,85.9,93.75,95.19999999999999,95.52000000000001
15.36,46.85,86.29,93.86,95.26,95.42
15.459999999999999,48.4,86.48,93.84,95.23,95.16
15.540000000000001,49.74,86.67,93.92,95.15,95.66
15.57,51.1,86.95,93.91000000000001,95.11,95.73
15.64,52.18000000000001,87.19,93.97999999999999,95.27,95.67999999999999
15.75,52.82,87.33999999999999,94.13,95.24000000000001,95.81
15.809999999999999,53.800000000000004,87.52,94.17,95.19999999999999,96.11
15.959999999999999,54.39000000000001,87.66000000000001,94.27,95.34,96.06
16.1,55.06999999999999,87.74,94.14,95.28,96.28
16.21,55.620000000000005,87.86,94.39999999999999,95.25,95.93
16.33,56.11000000000001,88.06,94.46,95.26,96.15
16.439999999999998,56.42,88.19,94.32000000000001,95.22,96.41999999999999
16.5,56.8,88.38000000000001,94.35,95.26,96.36
16.6,57.13,88.4,94.5,95.28999999999999,96.24000000000001
16.669999999999998,57.65,88.6,94.46,95.32000000000001,96.33
16.7,58.03,88.62,94.53,95.33,96.35000000000001
16.74,58.34,88.82,94.6,95.3,96.39
16.89,58.76,88.9,94.57,95.22,96.2
17.01,59.17,88.94,94.67,95.24000000000001,96.25
17.09,59.550000000000004,89.05999999999999,94.75,95.3,96.53
17.24,60.08,89.19,94.62,95.32000000000001,96.2
17.41,60.5,89.25999999999999,94.69,95.24000000000001,96.48
17.5,61.08,89.27000000000001,94.63000000000001,95.19,96.46000000000001
