17.669999999999998,61.650000000000006,89.33,94.82000000000001,95.24000000000001,96.13000000000001
17.76,62.29,89.51,94.78999999999999,95.19,96.28999999999999
17.9,62.94,89.56,94.75,95.28999999999999,96.39
18.07,63.51,89.64999999999999,94.77,95.25,96.14
18.14,64.31,89.75,94.74000000000001,95.21,96.12
18.22,65.03999999999999,89.77000000000001,94.78,95.15,96.52
18.37,65.68,89.82,94.87,95.23,96.27
18.48,66.59,89.85,94.88,95.32000000000001,96.6
18.55,67.35,89.79,94.88,95.28,96.46000000000001
18.64,67.97,89.99000000000001,94.8,95.30999999999999,96.53
18.72,68.60000000000001,89.99000000000001,94.91000000000001,95.32000000000001,96.27
18.87,69.17,90.09,94.86,95.3,96.32
18.990000000000002,69.72,90.13,94.82000000000001,95.22,96.45
19.08,70.28,90.29,94.85,95.26,96.33
19.29,70.8,90.32,94.96,95.27,96.61
19.439999999999998,71.14,90.36999999999999,94.83,95.25,96.64
19.54,71.50999999999999,90.41,94.87,95.28,96.61999999999999
19.650000000000002,71.85000000000001,90.44,94.97,95.25,96.43
19.82,72.1,90.47,94.87,95.28,96.56
19.84,72.63,90.57,94.87,95.25,96.63000000000001
19.950000000000003,72.86,90.53999999999999,94.92,95.25,96.63000000000001
20.03,73.07000000000001,90.58,94.97,95.24000000000001,96.54
20.21,73.33,90.60000000000001,94.89999999999999,95.19,96.49
20.330000000000002,73.53,90.72,94.91000000000001,95.32000000000001,96.59
20.62,73.83,90.73,94.99,95.27,96.57
20.71,74.00999999999999,90.77,94.94,95.35,96.66
20.82,74.22,90.83,95.03,95.33,96.48
21.01,74.39,90.88000000000001,95.03,95.33,96.58
21.099999999999998,74.57000000000001,90.91,95.07,95.37,96.52
21.32,74.78,90.95,94.97,95.27,96.67999999999999
21.45,74.98,90.98,95.00999999999999,95.30999999999999,96.82
21.57,75.22,90.99000000000001,94.89999999999999,95.26,96.63000000000001
21.68,75.38,91.08000000000001,95.04,95.3,96.48
21.8,75.51,91.11,94.92,95.33,96.66
21.959999999999997,75.78,91.14,94.98,95.39,96.58
22.08,75.97,91.14,95.04,95.15,96.72
22.29,76.14,91.23,94.98,95.11,96.97
22.35,76.24,91.22,95.00999999999999,95.21,96.85000000000001
22.509999999999998,76.48,91.22,95.11,95.34,96.63000000000001
22.67,76.67,91.25999999999999,95.1,95.39999999999999,96.78999999999999
22.85,76.86,91.35,95.00999999999999,95.37,96.45
23.01,77.0,91.41,95.09,95.39,96.71
23.119999999999997,77.2,91.32000000000001,95.00999999999999,95.35,96.47
23.31,77.37,91.4,95.03,95.35,96.71
23.44,77.42999999999999,91.4,95.11,95.34,96.78
23.51,77.56,91.36,95.11,95.39,96.76
23.72,77.72,91.4,95.1,95.41,96.61
23.82,77.86999999999999,91.44,95.17999999999999,95.32000000000001,96.58
24.03,78.06,91.47999999999999,95.15,95.34,96.65
24.16,78.22,91.5,95.06,95.35,96.84
24.34,78.43,91.51,95.21,95.30999999999999,96.88
24.51,78.61,91.49000000000001,95.11,95.36,96.89999999999999
24.66,78.83,91.60000000000001,95.09,95.32000000000001,96.52
24.87,79.08,91.59,95.11,95.37,96.67999999999999
24.990000000000002,79.36,91.67,95.19,95.36,96.57
25.22,79.57,91.71000000000001,95.13000000000001,95.44,96.64
25.380000000000003,79.85,91.67,95.08,95.38,96.71
25.6,80.10000000000001,91.73,95.17999999999999,95.32000000000001,96.61
25.679999999999996,80.38,91.81,95.23,95.34,96.6
25.900000000000002,80.66,91.74,95.11,95.34,96.56
26.029999999999998,80.86,91.78,95.25,95.41,96.7
26.290000000000003,81.05,91.85,95.14,95.3,96.5
26.529999999999998,81.16,91.79,95.11,95.32000000000001,96.43
26.71,81.35,91.86,95.13000000000001,95.32000000000001,96.76
26.840000000000003,81.47,91.83,95.22,95.42,96.61999999999999
27.060000000000002,81.76,91.92,95.15,95.38,96.54
27.200000000000003,81.89,91.91,95.19,95.34,96.81
